gene	average
MSTO1	6.7987156
DHX37	6.2636676
CYP4F35P	5.2714934
CCDC142	4.9735584
ABHD16A	7.151689
PCBP1-AS1	6.409437
CST8	4.6717787
SVIL-AS1	5.9780207
VWA5B2	5.1888905
PRRX2-AS1	5.298682
TEKT1	4.4856825
LINC00616	3.2180543
DEFB119	4.207887
CYTL1	4.7406073
SHISAL2A	5.1589026
L3MBTL4-AS1	4.9384527
PHAX	7.193912
FAM167A	5.8111362
BCL2L12	6.2150345
DPH3P1	4.770674
NR2E3	4.931946
CELF4	5.184782
TAMALIN-AS1	4.35375
MANBAL	7.311363
MPO	5.3058147
SPMAP1	3.5966573
REG3G	4.4066677
OTUD6B	6.5829124
ZNF540	5.2360287
KRT81	5.2825856
LINC00917	4.0952487
DDX20	6.963722
CFAP57	4.434332
TMEM51-AS1	4.837987
SLC26A4-AS1	3.511945
MPRIP-AS1	5.263943
CT83	4.0704494
ZNF827	7.065298
CCDC77	5.6954856
LYSMD1	5.6145434
ASB16	5.5074987
LINC01424	4.3092813
GATA6-AS1	5.183016
LAMA1	4.949888
TTTY7	4.1052723
RPL10L	5.7451367
LINC00276	3.5965133
NBPF1	8.526299
VSIG10L	5.0072374
CCNT2-AS1	4.1625657
LINC00607	4.3749204
ZNF260	6.8109803
SCTR	4.9611287
SFR1	6.808325
LRRC25	5.367975
DBNL	6.7935386
BCAR4	4.2037044
TRAC	6.802682
PRKG1-AS1	3.6643384
RASSF1-AS1	4.845244
TRUB1	7.0315456
GBP3	6.855207
DCAF7	7.8222494
ZNF587B	6.683471
CEP128	5.9064407
RILPL2	7.41625
SNHG1	8.210622
IGLON5	4.597794
STX5	6.162501
ZIM2	5.0847883
RMDN2	5.7905984
FUT8-AS1	5.8486013
TCEA3	6.50665
RTL3	5.015267
ZNF252P-AS1	4.3943877
OTUD5	7.1355376
BEND3	6.1840262
LINC01416	3.8917408
GAS8-AS1	4.238686
FBXO45	7.149545
ABTB1	6.4497395
MAPK15	5.3792934
MRPL21	7.3879757
PRR18	4.684125
GLYATL2	4.689759
KCNC3	5.4309125
TRIR	8.585749
VN1R3	3.7812884
TBCEL	6.458872
PIRC66	4.4738364
BTBD7	7.3828096
SMCP	4.278213
MOV10	6.402647
KRTAP4-1	4.1561866
NLRP8	4.8509274
HECTD2	5.94805
TIGD7	5.7613
SLC7A2	5.984422
LINC00911	4.1791644
FAM216B	3.7080998
ATPSCKMT	6.677355
HSD3B2	4.090555
MST1L	4.56685
HTRA3	6.1267567
ANKRD40	7.4034767
MCF2L-AS1	4.9047823
SGIP1	4.110889
OR2F2	3.8479462
SPATA22	3.9348295
NECTIN4	5.4214826
KLHL1	4.8740964
VN1R4	4.192472
LDC1P	5.250797
ACTL7A	4.4157014
ZSCAN12P1	4.5469136
NCR3LG1	5.44763
LINC02693	5.90713
SCT	4.322604
PKHD1	4.881928
OR7A10	3.93588
ERMN	4.6371284
IP6K3	4.4292917
LINC00685	5.5330806
NXPE4	4.3292594
HACE1	6.2250495
CHST6	4.345311
LINC00408	4.787367
SARS2	5.9668407
CLHC1	5.1048293
YTHDF3-DT	5.4131665
GRK7	3.6947284
ADGRV1	5.357514
BOLA3-DT	4.6687775
ZNF366	5.0926933
TMSB15A	5.3820553
CC2D1B	6.151828
FUNDC1	6.996452
MAGEA11	3.6929908
GSDMC	5.5436335
PROSER3	5.9110093
AMMECR1L	7.239812
XIAP	7.9687233
NOSTRIN	4.9297185
BPIFA4P	4.6331778
BPIFA3	5.153014
ZNF81	6.427223
LTK	5.1681943
GPX5	4.270708
CDY1	3.4339037
SMIM29	6.191745
CCDC172	4.266549
LRRC66	4.54718
NANOS3	4.9277153
SNHG28	5.0026712
TMEM119	4.9034443
WT1-AS	4.685861
TRIM48	4.4436717
CCDC154	4.7778044
DNAJB8	4.6366086
ACAD9	6.9309206
ENTPD1-AS1	6.2103157
ZNF2	5.7777457
NRG3	4.1435976
LINC00463	4.621678
CXCL11	4.63237
TUBA3C	6.9070354
GPR15LG	5.054821
CRB2	4.1800456
KNDC1	5.3704376
FCRL4	4.446178
ZNF141	4.714878
RTEL1-TNFRSF6B	5.1587763
MIR4458HG	5.368688
ZNF708	5.6248217
AVPR2	4.8460364
USP45	5.733403
FBXO6	6.382833
OR2M4	4.104392
ZNFX1	7.233578
ZNF684	5.147949
KMT2C	7.89768
LINC00673	4.086669
TRAV5	4.071951
NDUFAF8	7.8405433
CFAP276	4.6229935
ANKRD31	3.7161095
C3orf80	4.0029726
HOATZ	4.458459
TPTEP1	5.364064
DELEC1	3.8822362
TMEM68	6.473663
FBXL9P	4.592299
LINC01111	4.627396
ZNF778	5.9773064
HCN1	5.069443
RGL4	4.864761
LINC00102	3.1600847
FAM43A	6.5632386
TTTY14	5.196274
GJD3	5.4791393
DAB1	5.002798
SFXN4	7.1902947
HERPUD2	7.822044
LNX1	6.104256
STRBP	7.260913
NLRP4	3.7969546
NYX	5.35957
ARHGEF33	3.979723
ISL1	4.5558667
RNF112	4.832622
ADAMTS9-AS2	5.102118
SERTAD4	5.63998
SLC2A1-DT	4.8295007
NOS2	4.800421
GCGR	4.8578877
F2RL2	4.9356627
LINC00838	4.191395
CCDC63	4.3630404
CFLAR-AS1	4.5352654
SLC25A43	6.2118673
OVGP1	5.8689284
ZNF732	3.4999938
HMGCS2	5.4661736
SCRT1	4.7923207
PCDHGA8	4.898026
ADAMTS15	5.396464
LINC00467	6.078023
LINC00161	4.391038
PNMA8B	4.7237773
ANAPC16	8.797398
LINC00628	5.0403376
RPL22L1	8.087276
PACRG-AS1	4.1955457
FMNL3	5.926456
GJD4	4.4356947
IRS4	5.1558003
HCRT	4.7359176
LINC00692	3.7499669
KLF14	4.6644745
MOGAT1	4.74327
ZNF33A	7.189077
MUC15	4.363049
CCNB3	4.7741694
DCAF5	7.2799835
KIAA1191	8.0521345
SPIN3	6.016938
NODAL	5.244279
TRIM59	6.3713574
MRPL36	8.040102
MAGEA10	4.1611724
IL12A-AS1	4.337763
NPB	5.290033
CLDN12	6.638101
LINC00561	3.4340897
LINC01551	4.569226
CCDC168	4.4137554
TAS2R38	4.561978
PPP1R15B	7.8352427
CSKMT	5.6397266
FAM170A	4.401322
TRPT1	6.765043
LINC01514	3.553831
IFNA17	4.999304
RAVER1	6.329902
NPVF	3.643393
P2RX6	5.209861
LIMS4	4.560329
XRCC2	6.3087897
LINC00708	3.918196
TRPC2	4.586957
TSPEAR-AS2	5.065078
SPATA31F2P	4.697871
CXXC5	7.9146457
NUP210L	4.019842
ZNF600	6.568625
KIF13A	7.4013047
ZNF567	6.395323
SMLR1	4.4585633
PADI1	6.109552
CRYGA	4.088696
TPTE2P5	5.0519137
CRACDL	5.9296823
CTXN3	4.3974032
CT62	4.0766845
GSG1L	5.1916676
TRIM7	5.7880187
ST7-OT4	3.384107
LINC01215	4.9863815
CYP8B1	4.7004676
KMT2E-AS1	5.407801
CHCHD1	7.7261043
FZD8	6.0849957
RBIS	8.40151
ZNF740	6.440454
NOS1AP	5.552259
LINC00471	3.6437218
LINC01398	4.405542
GDF2	5.39195
LINC01607	4.732452
TRPM6	5.3782625
CMKLR2-AS	3.80135
GRAMD1A	6.763823
MEP1A	4.1475034
ZNRF1	7.1257234
ZNF155	4.9891787
BTBD6	7.43944
OTX2	4.1429896
CLK1	7.690432
XKR6	5.430058
DNAH10	5.213451
IPO11	4.325289
SLC28A1	5.1721797
TMEM88	5.4961686
KCNJ1	4.3583684
TRAV40	4.244744
LINC01553	3.5681489
OBSCN-AS1	4.5472097
LINC01527	3.2789469
PYGO2	6.636901
SLC9B1	4.9163933
ZC3HAV1L	6.7687764
PPP1R14A	5.103936
KCNIP2-AS1	5.359558
NRSN1	4.4018793
ZNF808	4.967009
SNHG19	7.472829
CCDC148-AS1	3.461995
SVOP	4.814816
KRT80	5.174719
ARMC10	7.4602714
OR1G1	4.4552975
ZNF355P	3.5393715
GJD2	5.21459
KRTAP10-11	5.412422
SLC44A5	5.1279035
STPG3	4.960701
DNTT	5.228438
LINC01187	4.6611385
TAMALIN	5.991018
TMEM161B	7.1283317
STOML3	4.2872
SLC25A47	4.702234
ZNF782	6.801589
ODAD1	4.7033663
RAMAC	7.6779394
KIF7	5.058533
GPBAR1	5.3068123
IGSF22	5.618155
DNMT3L	4.394701
NMUR1	4.588488
LINC01312	4.5371237
SNX32	4.942041
DENND10	4.187121
SHISA8	4.546252
B3GAT2	4.9182696
ADGRE3	4.7752833
NTN1	5.260843
RILPL1	6.384333
PHACTR3	4.5503755
CFAP221	5.3527985
KCNS2	5.169696
ZNF641	6.979322
MTNR1B	4.4766955
C3orf38	6.9635005
OR5L2	5.1787505
C6orf226	6.2316594
WNT10B	5.438677
UGT2B4	2.8219535
KRT33B	4.4815702
PALM3	5.1360655
A4GNT	4.559732
CRAMP1	6.425336
RGS22	4.745109
SDCCAG8	6.457574
ZFP91	7.922149
TP53INP2	6.980796
POU4F3	3.8429818
IRF1-AS1	6.886512
FAM30A	5.6471868
MMEL1	5.8528233
LINC01431	4.377294
OR51B6	4.366792
OR7A5	4.4318295
CCDC167	6.8530602
GLB1L3	5.030402
NTRK1	3.8780158
KNSTRN	6.6107783
RUNDC1	6.5824814
IRX3	6.041989
SLC39A12	3.5817938
KIF9-AS1	5.4342685
PIANP	5.1341352
TRPC7	4.1310716
CST9L	3.8690872
NAA30	7.097807
SYT8	5.1691313
SNORA72	5.189654
CPNE4	4.618648
LINC01346	4.0903325
LRRC10B	4.98885
CYP2C19	4.515209
SLC38A5	5.7292647
LINC01094	4.633698
FIGN	5.4832582
POU2F3	4.248518
LINC02877	3.6212127
AGAP4	5.5582867
DPY19L2P4	4.053738
ERICH5	4.441975
ALPG	5.5814304
TAS2R4	4.317003
ROBO2	4.73766
PWWP2B	6.457643
LINC01419	2.7985053
SAMD5	5.232378
SLC38A4	4.203208
WFDC8	5.1804376
CCL17	4.9266233
CYP2A6	6.07166
FCHSD1	5.495271
A1BG-AS1	5.0804014
C12orf42	4.7951207
TRIM61	5.6302624
DRP2	5.193251
SMAD1-AS2	3.6359367
TIMM21	7.63147
LHFPL3-AS2	4.8573074
PROK1	4.567197
SLC7A13	3.7313592
TMEM108	5.5149455
FGD3	6.739542
ZBED5-AS1	6.7653613
CRYBA4	4.103398
MCEE	6.5226154
C9orf57	3.7171123
ATXN7L1	6.178751
ENTHD1	3.8815718
NPY5R	4.421072
OR6W1P	4.07062
FRRS1	3.4522693
GPS2	7.222104
SPACA7	3.6774125
HOXB4	5.963307
SSU72	8.223416
HMGB3P30	3.9521039
ATXN7L3	6.759999
OMA1	6.955736
ESRG	3.9665687
FN3K	4.206945
C10orf90	5.2405415
GLIS2	6.1074586
PCA3	4.502227
PARD6G	6.1808333
ZUP1	6.360809
MIR155HG	5.317662
KCNA2	4.9193544
APLF	4.7063036
COA5	7.3428593
HASPIN	5.2819843
C10orf67	5.7720633
PKD1L2	5.409451
VWA3B	5.099323
ARHGEF37	6.152918
MAGEB2	4.371494
PNPT1	7.294099
NAV2-AS2	4.188115
LINC00612	3.891805
H2BC13	4.191668
CLDN23	5.3886347
CES1P1	4.5818872
LIM2	4.555404
ZNF341	5.59646
GDF9	4.9213123
FBXO8	6.8140674
MIA	5.537526
FMNL2	6.98683
DIAPH3-AS1	5.1043315
MGME1	7.3324285
RBPJL	4.731158
SPTY2D1	7.090309
NTN5	5.2136483
DRAIC	4.543134
CLDN16	4.8739095
H2BC4	5.8319244
OLFM4	4.60445
ZNF691	5.840117
GLRA3	4.323465
CBARP	5.689647
RGMB-AS1	4.457415
STK31	4.348623
CAPS	6.3823223
SOX30	4.393715
RBSN	7.28059
SMIM2	4.3499665
ACSBG2	4.5838346
RCCD1	6.965882
FARP2	6.9661226
OTX1	4.6391077
SLAMF9	5.2307515
PPP2R2D	6.478776
BHLHE22	5.2619443
TLR8-AS1	4.1189847
ARHGEF26-AS1	3.7708075
ADD3-AS1	5.2156653
SH3PXD2A-AS1	4.4131765
KDF1	4.926271
WTIP	5.338259
PARP10	6.8737984
TEAD2	6.3940787
CIRBP-AS1	5.3849797
PROK2	4.6743
PRIMPOL	6.599472
RPL27AP	5.94955
ELFN1	5.4390073
RABGEF1	7.2704234
ZNF835	4.719058
LRRC71	4.666812
LINC00520	6.1567764
IL21R-AS1	5.1979885
FTCD	5.8168087
RAB10	8.750404
TMEM63B	6.361097
USP30-AS1	5.1310587
FRMD3	6.106208
KCNJ13	4.213381
RASSF9	4.6750865
TIGD4	4.795658
CFAP65	4.9008675
PGAM2	4.6613016
FAM178B	5.2956095
AKAP14	4.16932
FBXW10B	5.039453
SMARCAD1	6.902149
RPL39	10.495764
LHX9	4.7781024
NEU2	4.481481
S100Z	4.671963
PLPP4	4.940521
SIGLEC11	4.883409
TRPA1	4.7299495
GPR17	4.218669
ZNF418	5.540552
INSYN2B	4.1761823
MGAM	4.977211
ZNF736	6.0764203
CD40LG	5.006428
CHRDL2	4.665351
BICDL2	5.509126
KIAA1522	6.318393
IFNA10	4.2814074
PVRIG	5.7456055
PHYHIPL	5.211366
SAXO4	4.9183135
AMER2	5.2070217
TXNDC8	4.7642465
WASIR2	4.614265
FAM110A	6.006397
HLA-G	8.9938755
TMEM30B	5.9694843
IGLV4-60	4.9018693
PCDHGA9	4.6054835
PYCARD-AS1	5.2911854
C2orf88	5.854097
C3P1	5.0258083
PCDHAC2	4.007357
CADM2	4.7271223
TTC32	6.7273455
NKX2-8	4.8084354
SPRYD4	6.0488048
SAMD13	5.250706
XXYLT1	5.698641
ZNF230	5.7026844
CD200R1	5.345831
ISM1	5.0171638
LINC00342	6.359997
HTR1D	4.0497904
SERPINA10	4.8278685
ZCRB1	8.1846
TMEM239	5.38513
QRFPR	3.6055279
SYT3	4.6379094
SH3BP5-AS1	5.852993
SAAL1	6.7677336
ZBTB45	6.2256336
VPS29	8.446887
NEGR1-IT1	4.3781757
LIPT1	6.5862904
CAPSL	4.2670755
CISD2	7.4452434
SERINC2	6.170218
TRAV12-2	4.8090053
HOOK3	7.0981097
ASXL3	5.336616
HEATR9	4.132999
C8A	4.302057
DLGAP3	4.9509177
SPO11	3.3196106
DGCR6L	4.829322
DLEU2	6.7599006
TMEM71	5.528064
GPANK1	7.361189
KCNQ1DN	4.9573216
PTGR2	4.739226
PRR9	4.4046636
CST13P	3.6254606
REXO6P	5.0637107
KRTAP9-9	3.0586088
SOX6	5.9803605
THUMPD3	7.3436
EIF2AK4	6.861707
NUP210P1	4.6618977
MIF-AS1	5.337821
MESP1	5.9348297
SELENON	6.3945003
SH2D5	5.0767856
UST-AS1	3.693463
GRIN3A	4.7606883
TAS2R45	3.8453639
VTA1	7.692263
MEPE	4.7066183
TRAV24	3.8955588
AIG1	7.035598
ZNF843	6.1991496
GARIN6	4.108872
ACTRT2	4.249634
DDIT4L	5.213946
ZFY	4.8468795
AK8	5.9305525
OR10H2	3.6577756
MMP20	3.4464734
TSSK2	5.0684724
FAM89A	6.2671523
TMEM120A	6.930159
GIMAP2	6.349348
PBX4	5.4719944
GLIPR2	6.986734
PCDHGA10	4.3768725
MTFR2	6.072727
IGHV3-72	4.1256433
CCDC182	5.1072736
GBP6	4.486168
TM6SF2	5.4811625
PERM1	4.952924
OTOGL	3.8878167
WDR88	4.0476546
LYRM4-AS1	5.293327
LALBA	4.358749
KRT40	4.155965
TEX101	4.719291
CXCR5	5.309801
LINC00595	4.906953
NDUFS5	9.046003
RHBDL2	5.322197
EIF3J-DT	6.027463
DNASE2B	3.9157505
FAM186A	4.263393
ZNF524	5.7202487
ART1	5.3764324
CATSPERG	4.728231
IGHE	5.6230683
THAP8	5.7988844
APOBEC3F	5.8055553
ABHD12	7.149349
DPP10-AS1	4.5251336
ANKRD7	3.7599978
DHRS7C	4.4426255
WDR90	6.426013
CRTAC1	5.396859
LINC01210	6.4052873
NPFFR1	5.205559
ZNF487	5.978352
TARS3	6.5671234
PIERCE2	5.3749995
CHRNG	5.364821
MPND	6.155235
LINC01587	3.9354267
ZFAND4	5.3517933
ALKBH8	6.0039115
HEXIM1	7.413702
GATA2-AS1	5.3795624
LINC00588	3.547376
RPS18	10.451636
UTS2R	5.741569
LINC00624	3.484074
IGFALS	5.2969255
EMB	7.4949555
AADACL2	3.713683
FOXCUT	5.3558826
LINC00689	5.7011266
ARMH4	4.94463
SEC1P	4.6265373
LHFPL5	4.1808705
TRBV7-8	4.5782332
ZNF649-AS1	4.5566177
NAA38	7.7301874
ZSCAN26	6.0294557
C8B	4.634439
IRGM	3.4807923
NLRC4	5.205452
PPP4R4	4.5968537
RNASE2	5.598225
PRDM9	3.996278
CRX	4.414176
FAM241B	5.795516
TIFAB	5.0214443
CCDC24	5.178413
FMR1NB	3.2166367
TRAPPC1	7.2282333
TAF15	7.352025
XIRP2	4.034725
UPK3A	4.554171
TPRG1	4.9559383
NEK5	4.617868
EID2B	5.233322
SLC23A3	5.6286488
SLC38A9	6.6480017
AQP4-AS1	4.244449
FCER2	5.0803576
TMEM198B	6.3544183
MCHR2	4.6321335
TRAF3IP2-AS1	5.7884164
RNF152	4.2306843
RIMOC1	7.3821797
LINC00460	4.803378
C2orf15	4.0832524
NOX3	3.4690995
TMEM178A	4.927737
ASMT	4.6082106
INTS4P1	3.8525436
C22orf15	5.0512385
PCDHA2	3.7009354
LINC00312	5.6300864
RGPD4-AS1	3.4913235
CDSN	4.915194
RHEBL1	5.6470075
VMA21	8.011622
ENDOV	6.259534
HOXA-AS3	4.606374
GIGYF1	6.53112
DRC1	4.6747437
GLIDR	6.696806
CD80	5.465059
LRG1	5.883003
LINC01023	4.9867797
APRG1	4.1332693
TRAV8-1	4.8648973
PIH1D2	4.4498916
GPR34	5.2443213
MORN1	6.1252995
OR51I1	4.7976794
EME2	6.507643
FOXD1	5.243294
C1QTNF4	4.509096
MMAB	6.6512904
KRTAP4-12	3.8028705
NDUFA11	8.665343
MUCL3	4.6312594
LINC00163	4.8697968
B3GALT5	5.1898856
HSCB	6.8025665
C18orf15	4.3962517
CFC1	4.820159
MC3R	4.4201474
ARRDC4	6.7682996
CAPN8	4.908251
IWS1	7.5165186
PRM3	4.2844863
LYSMD4	5.8837843
CATSPERE	4.55749
ATP13A3-DT	5.2542014
HMHB1	4.466698
GZMB	5.8396573
TMEM65	6.7242184
TMEM252	4.905277
OR8D1	4.5199723
ITIH6	4.1046696
PSG9	5.484828
NICOL1	7.15944
ZNF766	6.8292813
LINC00479	4.7127004
AP4B1	7.0425744
MIR181A2HG	5.2553625
SRCIN1	5.376738
HJV	4.4739823
TRIM73	6.1594524
B3GALT1	4.401959
LINC01300	3.702857
SSC4D	5.536874
DNAJC27	6.1570835
ATOH8	5.9450774
BAIAP2L2	5.439599
CCDC70	4.277572
ACTL10	5.4923735
DMAC1	7.8271
ZNF805	6.356436
MIR670HG	4.746899
CA3	4.058789
CBLL2	4.473285
UBE2R2	8.144877
KLF1	4.9151464
SCIN	5.5857944
RPL12P11	5.745479
SLC27A4	6.0641336
TSPAN11	5.2287674
LINC01505	4.33902
ZFP28	5.481291
ZNF594	5.342527
KCNK4	4.3353143
TRIM55	4.405625
UQCC3	6.6384416
KRT17P5	4.820308
ANKAR	4.392605
LINC00556	3.833231
SPIC	3.4462874
ASIP	4.318241
FAM234A	6.654338
CDHR3	5.0069466
VSTM1	4.252144
ZNF568	5.001706
LINC01144	4.832294
ZNF439	5.306904
TBX4	4.428835
C9orf152	4.443767
SLC5A5	5.7393537
SWSAP1	5.807199
C1QTNF2	4.3527365
MUC17	5.2288485
RPPH1	5.142647
DNAJC19	7.4179544
LINC01069	4.256938
EXOC8	6.9965515
VPREB1	4.280725
UBE2U	4.3424015
RNF157-AS1	4.1634173
VPREB3	5.3540983
TMEM138	7.1905656
ARMH1	6.0280113
LEFTY2	4.8608036
SMIM14	7.9194603
FNDC9	4.34696
SLC45A2	5.0410166
NMRK2	5.060466
CST2	4.852126
RAPGEF4-AS1	4.0704865
VSTM2A	4.2257876
RIC1	6.9454246
GALNT9	5.2717576
WDR17	4.280745
FITM2	6.590203
POTEM	5.3155694
TET2	6.9965725
GUSBP1	5.1549377
CHD6	6.6759224
FAM81A	5.071058
LINC01523	4.497177
SHPRH	6.394471
ZNF850	5.0666275
SLFN13	5.319837
SYS1	7.00385
CAPN14	3.8701231
NRBP2	6.5526466
PRSS55	4.3180842
RIBC1	5.1623716
CYP2A7P1	4.780811
TBC1D26	5.473614
SERPINA2	3.826143
SGTB	6.8018346
CBY3	4.0100136
RNF149	7.9765368
FAXC	4.6598134
MAP3K15	4.3689637
NACA4P	8.848622
MIR99AHG	5.1138573
PTPN5	4.778087
SLC26A11	6.973185
LIPI	3.7758212
C20orf202	5.246017
FAM170B-AS1	4.788399
TOR1AIP2	7.7318044
SCOC	7.835111
MOB4	7.484019
SHISA5	8.067012
MGAT4EP	3.1856992
MCM8	6.3288984
RASSF6	5.5838513
TIRAP	6.17912
MIRLET7BHG	5.6776934
SLC39A11	6.745185
CRLS1	7.6527357
AJUBA	6.296069
ZNF57	5.904771
OR7A17	4.3357573
MRPS5	7.6958776
STXBP4	5.248857
GPR173	5.5046635
PIK3IP1-DT	4.7180448
EREG	5.7166824
LINC01159	4.6070733
DGKH	6.659024
FAM220A	7.489746
HLA-DPB2	4.41511
ATP1B4	4.2412267
CLPTM1L	8.282323
TSSK3	5.2915244
PPP1R26-AS1	5.0353975
LINC00348	3.6845627
PLIN5	6.2828674
KDM5D	5.6071815
SLC30A10	3.8560197
LINC00315	5.134965
DISP2	4.8281007
MRPL47	8.263532
LINC00879	3.668016
HES4	5.696761
LINC00158	4.2613044
OBSCN	5.8250213
LINC01254	3.9957428
UCA1	5.349491
LINC00221	3.8179414
NTN3	4.588641
FAM76A	5.8644576
GLIS1	4.758462
LINC00710	3.4767134
SMG7-AS1	4.396783
CAPN12	5.7286806
RAG2	3.3736725
TAAR9	4.1117663
C12orf57	8.177515
SLC17A4	4.89878
FOXS1	4.808624
CLRN1-AS1	4.224238
MTMR9LP	5.6120553
LYPD1	4.729215
N4BP2	6.5244646
C2CD4C	5.312659
TNRC18	7.268062
VCX2	5.2900834
HHIPL2	4.9261317
FAM135B	5.1641526
FAM241A	6.7042255
CHRM1	4.160215
RCOR2	5.6098323
RAB11FIP4	6.09591
SYNPO2	6.382094
SELENOH	8.922057
ZNF157	3.4103956
LINC00508	4.2715864
OCLN	6.9856253
C1QTNF7	4.7002077
C10orf53	5.0911474
OSBPL5	6.406844
AGBL4	4.7471223
CRYBA2	3.7964487
HTN1	3.7596762
SPINK4	5.011484
ZNF683	5.6744046
KRT25	4.3947673
SUSD3	5.7457323
LINC02871	4.2984915
TRIML2	4.4565067
OPRPN	4.578217
C17orf50	4.5302405
KCNH5	4.5970106
PARD6G-AS1	5.4464774
SEMA5B	5.7850423
LINC01087	3.4509299
PDILT	3.8855898
LCT	4.7743497
LINC00908	5.134398
GINM1	7.430011
WDR35	6.2422876
TANGO2	6.802717
CFAP251	5.3547487
IGHV7-81	3.830544
ANKRD13B	5.703303
CHTF18	6.1707177
SFTA1P	4.4973273
A1BG	5.421674
GRIK3	4.4705086
JAKMIP3	4.5052295
CCDC89	3.6716805
C14orf28	6.0418854
FREM1	4.8364873
GPT2	6.028145
PRR22	5.2898726
DIPK1B	5.8192134
LYPD6B	5.2490907
SLC26A8	4.231545
GNMT	4.8018446
INSYN1	5.4744124
APOH	5.071358
MICOS10P1	5.2750387
ZBED3-AS1	5.3193994
METTL27	5.045447
WNK3	5.305382
FYTTD1	8.137715
MPL	5.013986
PLEKHG5	5.7976856
HSPB9	4.3196244
LINC01305	4.0224147
AIFM3	5.1766796
UTS2	4.3386416
NIBAN2	6.7985187
IGLVI-70	4.2194605
AOC4P	5.213368
CHRNA9	4.2122574
SCYL1	6.675685
CASC6	3.5685158
CRLF2	4.6811743
STRADB	7.3904843
SCGB3A2	4.0696635
SIGLEC5	5.1657085
ZFHX4-AS1	4.584654
GPR82	4.7540727
PNLIPRP1	4.738178
ANKRD36BP2	5.88401
SMAP2	7.466615
DEFB126	4.3233814
MOSMO	4.6056614
ARHGEF38	4.501153
IGSF21	4.6285567
NCKAP5	3.6495101
GLMP	6.9104724
BTBD16	3.8319383
CXCR1	5.5544796
MUC4	5.762417
LINC01393	3.744899
THRB	5.9586897
IGFL2	4.5836964
ABCB8	5.757949
CCDC126	6.5241985
TMEM179B	7.449102
FREY1	4.934913
PCDH20	4.002653
LRRC52	5.0894737
MESP2	5.964637
LINC01222	4.5908394
BRD7P3	4.6054063
BRDT	3.8266711
RAB24	7.233967
SYN3	4.447969
BRMS1L	6.7455955
LINC00445	4.498306
ZNF257	3.9716992
C17orf58	6.896835
FER1L6-AS1	4.0468407
BEST3	4.966159
LINC00424	5.550792
KCNA3	4.86456
LGI4	5.525861
RFX4	4.456408
ERVFRD-1	3.9615514
NSUN7	5.0357475
NAGS	5.1959944
TBX5-AS1	4.5950193
SLC43A2	6.239776
KCTD16	4.4191356
IDNK	6.5104723
SFT2D1	8.356113
LINC02909	3.7567854
KRT84	3.9095812
SCN9A	4.440499
EPPIN	4.489057
GGN	4.596081
NLRP7	4.5917435
KRTAP19-3	4.3187237
OSBPL6	5.75829
TOP1P2	3.7631252
SHANK1	4.9350224
CALM1	6.456506
LINC00029	4.6385674
LIPH	5.3600187
PTPRS	6.5302706
HRG	5.001589
AGXT	4.9920826
AMN1	5.9190326
CYSRT1	5.534632
TEX55	3.832149
TXNDC17	8.166012
DNTTIP1	7.1817384
COL20A1	5.214078
IL23R	4.3386917
EPB41L4A-AS1	7.8330817
KRT79	4.8794127
LINC00477	3.8019948
DNAJC5G	4.7513742
BBS1	6.823942
SORCS2	5.1287565
ANKRD44-IT1	4.076039
PCAT4	5.0522504
TMEM69	7.400035
PHEX-AS1	4.3835506
NPC1L1	5.0204515
PPDPFL	4.152265
CAMTA1	8.223157
BTBD10	7.1542473
TBX20	3.7832265
DOCK7	6.7907095
CASP14	4.2063727
KBTBD3	5.5500636
APOF	3.7964497
CEMP1	4.80587
PHETA1	5.9260902
FAM86B3P	5.764386
PURG	5.21427
DNAH1	6.043268
SLC29A4	5.8025045
ENPP5	5.169277
ZNF556	4.4877577
HECTD1	8.240014
DAOA	4.4553795
REG4	5.168051
NHS	5.7098994
KRTAP1-1	4.359559
TMEM106A	6.068484
METTL25	6.555156
C5orf34	5.503109
HIPK4	5.640297
CLRN1	4.9820986
LACTB	7.3149095
LRRN4	4.780573
RHNO1	6.934714
SLCO1B3	4.3035693
TMEM26	3.4856532
NXPH1	3.585594
TLL1	3.9269407
KLHL13	5.226602
TP53TG3HP	4.797321
RLN3	4.0905147
ZNF479	4.5273113
MYO1A	5.065908
KIAA2012	4.5010567
TRPM7	6.701927
MRPL38	6.9066663
ISM1-AS1	3.8667953
ADAMTS14	5.198455
IL31RA	4.554702
GNB3	5.5828032
RPS16P5	6.3846035
DNAH17-AS1	4.3932185
PAX1	5.0086155
TMEM126A	7.918351
BPIFA1	4.8061337
AP1M1	7.3318386
PRTN3	4.210354
TSPAN10	5.4458375
NOXRED1	4.6282587
CDK15	5.2689624
SLC36A4	6.38926
HFM1	4.000514
ZNF252P	6.9211154
LINC00210	3.840078
DIO3OS	5.131284
ZC3H6	6.2657714
CISD3	6.9103584
NRAD1	3.8920336
CYP2U1	6.214485
KLHL28	7.0421906
C3orf49	4.8782125
RBMXL2	4.3299356
DUXAP9	5.328958
MALAT1	9.942357
WDR20	6.6018815
AADACP1	3.7242103
ALDOAP2	4.3765235
OCM2	4.336564
SPMIP3	4.167953
PPFIA1	7.624563
PCED1B-AS1	4.8030734
ALB	5.0167675
GUSBP11	7.6374106
MED14OS	4.816058
CFAP418	5.7694826
GATA5	4.3378124
TM7SF3	7.761554
HENMT1	6.588167
DSPP	5.184367
