gene	average
DGUOK	7.9691343
MYL12A	8.534755
DPT	5.55073
PNPLA2	7.543594
MTOR	6.0692234
CADPS2	5.8964233
FH	8.024396
SMAD1	7.0931597
CSRNP3	5.337839
PLLP	5.906629
PRRC1	7.7569623
MAF	6.97405
CDC73	7.1337547
XDH	5.7114143
ACADM	7.7478867
SCN1B	5.758111
EFHD2	7.477727
EYA2	4.9214225
IFNGR2	8.068211
FADS1	7.1259875
AGBL5	6.3299503
ADGRL4	4.827412
ZC3H3	6.0214653
JRKL	6.5088954
HLA-DPA1	8.410604
DDX46	7.9784584
FBXL6	5.8046007
EYA4	4.8663554
SMARCA2	7.7455616
C11orf68	6.9215183
PPP2R3B	5.266207
TFAP4	5.626395
VIM	9.469568
GRPEL1	7.490543
SLC26A4	4.1802344
ATF2	7.61846
UBA2	8.364734
ATP6V0E2	7.015511
P3H3	5.1375785
LHFPL6	6.4234858
VPS54	7.2841196
RNF111	7.261021
NRCAM	5.7346177
NRF1	6.6339183
ZNF804A	4.650985
ASIC3	4.4634314
SF3B3	7.47959
MRPS35	7.7817674
CDK5	6.421646
CAVIN2	5.893106
COLEC11	5.124004
PRKG1	5.7074356
YY1AP1	7.8336825
PEF1	7.4951262
SPATA20	6.9843426
ZNF460	5.362477
CCN2	6.424276
NPHP4	5.7342877
CDKAL1	5.934651
GRHPR	7.881106
NDUFA8	7.786602
CASP4	7.051804
MSR1	5.280367
PLD1	6.2874293
CIT	6.351524
PDE4D	6.64131
MACIR	6.5706697
MPC1	7.779291
TCIM	4.6689653
BCL2L10	5.170824
BEX1	5.981569
TTC22	5.942435
CCNJL	5.378311
VKORC1	7.6140985
CRHBP	4.441269
CTRL	5.24372
ZNF225	5.5541234
PDLIM5	8.084011
TMSB10	10.194623
CSTB	9.050198
SLC2A11	5.908238
SNRPF	7.904891
ARF6	8.605452
ABCA2	6.1003375
GALNT3	6.7270308
RPS3A	10.601969
RPS17	10.2078705
TUBB4A	4.917065
NFAT5	7.8362455
RNF43	5.5912356
MPRIP	8.035922
AGR2	5.9184628
B3GAT3	6.397206
SBNO2	6.2065573
GOLPH3	8.322909
PRMT1	8.075388
IPPK	6.3865347
CTDSP2	8.211193
DHX8	6.7527385
NARS1	8.829464
ZSCAN12	5.8573375
RSBN1	7.4323506
ERO1B	6.2097
CCNO	5.11689
SPX	5.5177627
FZD3	6.428569
VBP1	8.368759
MED13	8.365815
IFI16	8.106514
MXRA5	5.9868174
CCDC90B	7.6974463
DNAI4	5.237718
CERT1	7.5940576
CST6	5.364717
ASIC2	4.500843
FN1	7.8582416
EP300	7.211918
STEEP1	5.883863
SLC7A8	6.6877213
LEPROT	8.324658
IMPA2	6.966469
DRG2	6.564787
TMEM223	7.1656437
MED13L	7.619414
PLXND1	7.1479683
S100A12	5.6694593
TSPO	8.01658
WDR18	6.4260793
ATF7IP2	6.6330423
ANGEL2	7.32069
MTA2	4.920875
CRCP	6.7714376
CORIN	5.0499034
PRDM13	4.0705614
PANK2	7.7628713
FAM114A1	6.913418
LOC283683	5.550672
RPL3	10.341038
CCL8	5.121248
CLASP2	7.268702
SNRPC	7.7766843
IFNGR1	8.418807
TFG	8.355252
PLAC8	7.115379
RYR3	4.3391643
NAA15	7.2067885
GSTM4	6.081024
LMO2	7.001525
COL13A1	5.9218526
CDT1	6.2963443
GRIA4	4.6131554
KCND2	3.7811673
NAP1L1	9.370858
C1QTNF1	5.8575745
PRDM1	6.868625
GAS7	7.03325
SULT1A2	7.0650177
MEGF8	6.367619
TP53I3	6.7295065
NGFR	4.56348
RBM39	8.966617
DNM2	6.6972427
SLC22A5	6.3886485
TK2	6.677096
CCL5	6.9729404
ARSJ	4.6300454
ST3GAL6	6.7584677
KPNA5	6.779326
DHCR24	7.248173
ZDHHC7	7.8846054
PIK3R5	6.3413067
MTUS1	6.93723
WDR46	6.54352
GJB3	5.94163
MAD2L1	7.2273965
GPR37	4.692361
GRIK5	6.2088084
ASAP3	6.008923
SERPINB2	5.183307
DSTYK	6.6434784
CDKN2C	6.9086256
PCSK5	5.957748
DOC2A	4.8107815
RTL8A	6.112656
ERCC1	7.5234923
UQCRH	9.198042
EIF4EBP2	7.8843474
PUM3	7.181127
CENPI	5.4122453
RPL17	10.007938
LST1	6.77902
NDN	6.1889734
ZNF79	5.9922485
KCNA1	4.8355517
CDKN1C	6.761576
TEKT2	4.7763195
EGR2	5.854986
ALDH3A1	5.1473465
RPS24	10.219198
GJA1	6.659573
CR2	4.88044
MYL6B	7.325444
PEA15	8.220934
HMGXB3	6.88378
TNKS2	7.57284
CERS4	5.300195
EP400	7.108131
RXRG	4.410052
PWP2	6.714399
SWAP70	7.304148
UBE2G1	8.004227
ANXA10	4.2274175
RBBP5	6.23909
BICRAL	7.027969
DGKA	6.967469
AFF4	7.885412
RNPEP	7.5484257
BAP1	6.9404497
ROBO3	5.633851
ATAD2	6.8049273
FBXO40	4.6466403
FASTKD1	7.2835174
MARCHF3	6.2102404
ACP2	6.8354163
ZCCHC2	7.1215563
NHEJ1	6.2602096
LMAN2L	6.944325
WDR62	5.8621564
SH2D3A	5.9421415
ACTA2	7.5076222
HRC	4.339338
FEN1	7.470363
UBE2I	8.4360695
HSPA5	9.227954
CSTF1	6.6294665
RLN2	4.7746296
ST14	6.6082225
GNAL	5.804967
SNTA1	6.047351
ZFPM2	4.7458706
MRPL40	7.5370374
CD1E	5.0756135
APIP	7.3012815
DAD1	8.574509
RMDN3	7.172232
TROAP	6.3371234
CDR2	7.0460267
NTSR2	3.9218385
SLPI	6.9029527
POU2AF1	6.2481756
CPNE6	5.0365753
FAM32A	7.744998
PARL	7.798146
NXF1	7.5847616
FANCG	6.6026487
TRIM46	5.661221
EVA1B	6.405588
FXYD1	5.516693
PCBP4	6.3297787
SPEG	5.4010296
GDAP1L1	4.937574
PLAAT4	7.1062865
PRSS16	5.0726533
SEC23B	7.9121137
SMIM27	6.7303514
SSR1	9.180969
DNAI7	4.1266937
VAMP8	8.068293
MAP3K5	7.2219496
PPWD1	6.977191
FLG	3.933382
PGAP6	6.9566584
CD52	6.9867992
MYDGF	7.7648587
CLEC4A	5.930556
FUT3	5.5278087
MRTFA	6.5821953
ZCCHC4	5.52149
GOLGA8A	7.7475
CYP19A1	5.171262
CMA1	4.4104385
NDUFS1	7.661335
MATCAP2	4.911279
MGA	6.759294
DCX	4.4639297
IL33	4.4859986
MAP2	5.855588
PDE7B	5.6013103
LAMC3	5.4369254
SLC25A37	7.73042
ASF1A	7.2631483
IQSEC1	7.0431376
ARHGAP5	7.092632
LONRF3	5.29756
SIRT5	6.593061
PPFIA3	5.600395
USP21	6.7429724
RC3H2	7.7152596
L1CAM	5.711325
SORBS1	7.467781
GAS2L1	6.8530555
SYMPK	6.820571
DDR2	6.4940443
RNF144A	6.2821665
MFAP5	5.5749226
SUSD5	4.0507298
MED22	6.225786
SIX2	5.369606
RNF5	7.6052237
TMEM106C	7.541223
KCNJ16	4.724573
PDCD5	7.0202336
UBTD1	5.8118124
PRELP	6.1000323
PLEKHB1	5.8897166
CAMK2B	6.1419725
BCCIP	7.658932
DYNC2I1	6.305183
OGFOD3	7.2055373
NELFCD	7.908957
CORO1B	7.2543235
FIBP	7.7461643
PBX1	7.1454706
IRF3	7.052093
EDN3	4.7782407
BBOF1	6.2257876
CLASRP	7.14349
TRPV4	5.0841684
RPL35	9.666308
COX4I1	9.563172
MNT	7.334562
B3GNT3	5.490324
MVK	7.066673
COL18A1	6.726218
LRRC49	5.4416327
IMMT	7.958313
CTNND2	5.110077
BTF3	9.788128
GPR183	6.0235415
NME3	6.7390814
ZMPSTE24	8.123979
DNAJB12	7.144004
ZNF227	6.389673
OVOL1	5.9618807
RANBP9	8.41915
POMGNT1	6.494488
GALT	6.673154
MYT1L	4.470312
SLC2A1	6.980651
DDN	5.1150193
SGK1	8.106433
FLRT3	5.767532
LGALS3	8.934519
CYTH4	6.554239
ADAMTS2	5.853359
ESYT1	7.6589637
CEP152	6.3083467
PIM2	6.578356
ARF4	9.075845
ID3	7.018644
MSL3	7.2583685
SMCO4	7.0320625
AZI2	7.064283
BAAT	4.8280106
MBD1	7.690625
CD209	5.869952
GPR135	4.804582
CDC42SE1	8.166038
MEF2D	6.6964784
WIPI2	8.134829
GNPTAB	7.7417836
TNFRSF14	6.649696
AOPEP	6.7854347
DDX24	8.176558
SCGB1D2	4.2761917
PRKAA2	5.670944
RSRP1	8.193819
SYP	5.010919
PFKFB1	5.267403
TSC1	7.116197
R3HCC1L	6.271051
TIMP1	8.48411
TLK1	7.999739
SLC6A9	4.6910253
SPA17	5.739276
HDHD3	6.114509
PRDX4	8.295474
GBE1	7.7171793
CLUHP3	6.369745
OLAH	5.1890335
HMG20A	6.9864135
TAGLN3	5.26047
HOXA3	6.0034204
NPY6R	4.916969
DHX15	8.843118
WDR43	6.963357
TLE2	6.275181
SH2B2	6.544228
CLIC5	6.029971
FZD4	6.113529
SMC6	7.146187
WSCD1	5.1648016
IQCK	6.3419356
SEMA6B	6.006112
HMBS	7.03932
MAPKBP1	6.2756705
VSIG10	6.551582
CAMK2N1	6.9773793
RTL8C	7.6332264
APOBR	5.3992777
SYNGR1	6.6715
FHL5	4.5384464
CTIF	6.1888204
ZDHHC24	6.442435
MID2	6.160198
ULBP2	5.619903
BTBD3	6.813973
ATG14	7.0054927
GGA2	7.287234
LRRC47	8.174318
ACSF2	6.332759
ZBTB6	4.916186
KLF11	6.736208
NDUFS3	8.022286
CACNA1I	5.696985
ZNF174	5.9860034
ZNRD2	6.6093864
IGFBP6	6.1712985
EXOSC10	7.3424573
CADM4	5.5323906
SPG11	7.892946
GPX7	6.0534825
ACOT13	7.246196
SCAP	7.190045
GPR132	5.26483
IL36RN	4.6722074
APOLD1	5.9074697
NUDT11	5.3232894
ZNF783	6.546269
NXT2	7.2340846
STIP1	7.499406
RAB11FIP1	7.6100388
DNPH1	7.29529
BRINP3	3.4839838
UQCRC1	8.042538
GAB1	6.654659
BCL9	6.0402493
PDYN	4.1462617
DNAJC4	6.9556065
CD200	6.104251
VCPIP1	6.293647
PDCD6	7.9951997
ESPL1	6.387885
NOL8	7.296566
HADHA	8.196836
PARM1	6.2915254
ZBTB43	6.928038
ACADS	6.0915537
PDK3	7.5289207
GGT1	6.413729
LRP6	6.6746197
APBB1	5.3424687
KIF3B	7.245236
CLIP1	7.65333
ASPSCR1	5.991901
BMP5	4.9697285
TOPORS	6.9681425
HELLS	6.535129
LBP	5.0907335
PGAP4	5.801674
SEPTIN6	7.0325007
ESRRA	6.938765
SLC14A2	4.38088
RUNX3	6.7743034
JUND	9.198479
PLXNB2	7.42253
H2AC8	5.5655065
AHSA1	7.9622564
RASAL2	6.6652865
C10orf88	6.2877483
RAB11A	8.838221
SPATS2L	7.8019958
TSN	8.165395
CTLA4	5.743316
RHOQ	8.249297
CTSB	9.047148
ATP6V1F	8.246787
CACNA2D2	5.739473
TTI1	6.866304
DSTN	9.128706
CRLF3	7.7658777
NCAPD3	6.662433
THUMPD1	7.7285886
IL18RAP	5.5573835
CCR5	5.9826875
CLEC16A	6.0398765
RCAN1	7.412166
VTN	4.9359326
FAM124B	4.5875454
ZNF148	7.6274657
PLCH2	5.131399
SV2B	5.4201446
RIOK3	8.375901
MAP3K1	7.931438
ELMO1	6.100752
NALF1	4.942565
TRAFD1	7.183512
EML2	6.6479044
CYP46A1	4.8754325
EOGT	6.163296
SCAMP3	7.5355563
GABRP	4.441091
BORA	6.2407813
IQCB1	6.9026895
CILK1	5.8379107
TMOD1	6.221735
EBAG9	7.8836126
NUCKS1	9.278678
KL	4.113581
MOXD1	5.901558
HSPBAP1	6.6093297
ABCB4	5.109645
RASA3	6.664428
DVL3	7.1931896
PLK3	6.262394
FBLN2	5.5055585
CDH22	6.1647487
CEP170	7.559256
RIPK1	6.6025558
NECAP1	7.065616
SOD2	8.007191
SDHAF3	6.096845
DUOX2	4.5085025
GGPS1	7.5355654
TSPAN7	5.9042606
SS18	7.0849357
SIRT7	6.9719563
DHX35	5.977086
PSMC2	8.776663
SORCS3	3.6959522
ABCG2	5.518104
BAG2	6.443102
EMX2	4.173338
AHCYL2	6.6655912
ROR1	5.57254
GMPR2	7.2805014
CSGALNACT2	7.599785
SPN	6.662928
ZNF652	7.5565295
GABRB1	4.300515
RBMS2	6.469685
TXNDC15	7.72275
CCDC51	6.6908183
POLG	7.0473623
OCEL1	6.475005
ZNF593	6.8741794
ZMYND8	7.663213
FZD5	6.2513723
TRAPPC2	7.0490108
AP1G2	6.9820223
SAMM50	7.8516426
FCGBP	5.8911753
RBM38	6.7801733
UBE2B	8.5205345
NR4A2	6.410251
SCAMP5	5.9908566
DNAJC2	7.701098
KCNIP2	5.7357
GUK1	8.218047
ZHX2	7.328007
BZW1	8.715931
TMCO6	6.1281047
ELK3	7.5813613
ZBED2	4.6085844
SOBP	6.377114
CNOT2	8.1543045
USP18	5.864173
TSHZ2	6.0179534
VCAM1	5.8168545
FRS3	5.5019226
CLCN2	5.4623723
CRB1	4.8095074
SEC31B	5.5639153
AMPD3	6.73707
AP5S1	6.327112
CACNA1G	5.7056217
ANAPC5	8.610692
PLBD1	7.0691447
ADAMDEC1	4.9681892
ETNPPL	4.0679984
KLRG1	5.5469975
KIF1C	6.5799804
NBEAL2	6.425451
SMARCA5	7.90626
ZNF529	6.842745
XPNPEP3	6.902217
EFCC1	4.746538
HNMT	7.072129
PSEN1	7.5975566
COA4	7.521154
ZEB1	7.225969
TYROBP	7.028119
TREM1	5.6464934
PKN2	7.7330365
LGALS1	8.800288
CUL2	7.084787
LPIN1	7.4699087
PHF10	7.5205245
MCPH1	6.1685123
UPB1	5.8233533
FMNL1	6.3050876
TM4SF1	7.3130574
MT3	5.48174
OGFR	6.7742453
NDUFB1	8.988622
DYNC1LI2	8.637131
ABHD17B	7.612318
CCNL1	8.138292
PTPRO	9.417241
CCT3	8.629629
GALK1	5.6507344
RHOBTB2	5.8108277
B3GNT4	5.5965815
PTPRZ1	4.4151783
RMC1	7.0797343
GLCE	5.886879
CA11	5.748075
IQSEC3	5.1338396
CLIP4	6.8123045
CDKN3	6.620622
MST1	6.277842
GLYR1	7.437526
PHLDB1	6.3344393
MMP3	4.600262
PI4KA	6.9164953
HMGA1	7.823913
SSRP1	7.6287565
PDGFRB	5.9166164
PIM1	7.0983076
GRM1	5.0045505
PRKCZ	6.5823417
BTBD1	8.262937
VAMP3	8.546741
HSPA1L	5.770145
POLR3C	6.8521504
CARF	5.063451
ATF3	6.9714146
CTDP1	6.1033
R3HCC1	7.282804
TRIM3	5.832749
NOD1	6.4470634
YTHDF2	8.447835
TSC22D4	6.3088307
BCL2L2	6.8489137
DBN1	6.824244
CTSK	6.7820525
CWH43	4.739405
PDE1C	5.4212327
KCNK15	4.521372
UGGT2	6.2210083
ITSN1	6.970226
HIGD2A	8.33499
LAPTM4A	9.268463
MTHFD2L	5.4820766
LAMC1	7.4875283
GGCX	7.4410233
LRRC8D	7.5668974
STK19	7.060053
GSR	7.3484573
SUGP1	6.639702
RAPGEFL1	5.4004984
DLEU1	6.62955
DHX38	6.3972874
TIA1	7.8397126
PARVA	6.583927
KIDINS220	7.7446775
PLCH1	5.251542
CLDN15	6.5474997
SAP18	8.975393
WTAP	8.715769
BRD7	7.6491055
ZIC1	5.4887137
CTH	5.807636
DCAF10	7.092185
HOXB7	6.2483687
OXSM	6.759374
BACE1	6.6594615
ATP6V1E1	8.167546
FAM169A	6.019461
CSNK1G1	6.952369
TBCA	8.9716625
SEC23IP	7.1112313
TMBIM1	7.6755476
ICE1	7.507211
COX7A2L	8.521944
ACSBG1	4.9857936
RPL26	9.085051
MPHOSPH10	7.3023553
CA2	6.6335406
BCL2L14	5.38508
THADA	6.968011
KLK10	5.1280155
MDC1	6.9557686
HGD	5.6113477
CKAP5	7.295449
COQ2	6.968166
BCKDHB	6.2614923
SNX19	7.044587
NLK	7.17241
NKG7	5.818043
RNF4	7.766049
TGM3	4.9508505
CABIN1	6.76988
TRAF4	6.573287
HGF	5.8485866
DIPK2B	5.3549895
NKIRAS2	6.857966
NINJ2	6.072267
MTHFSD	5.992957
EN1	4.220548
APBB3	6.04125
BUD23	7.72749
ANKLE2	6.9277067
SURF1	8.036136
NIP7	7.0157156
ANXA3	6.435549
GPD1	5.1804996
DLC1	6.6335163
SCN7A	4.4835625
P4HB	8.936908
CCNJ	6.2344294
TSG101	8.08033
SGPL1	7.41826
IGFBP7	8.2080555
KCNN2	4.491459
SGCD	5.6866794
PHTF2	7.535467
SZT2	6.1646714
GSAP	6.8561544
IZUMO4	5.5767646
HDAC7	6.364004
MAP3K7	7.290825
ACTN3	4.8599906
RBM47	7.596681
PLA2G12A	6.8029733
CCKBR	5.008579
FEZ1	6.1592665
RETREG3	7.737957
NR4A1	6.467938
SNAPC2	5.7383733
RTN1	5.8356566
ANAPC1	7.247601
RPS27	10.383376
TTC27	6.866956
UBE2K	8.033829
HAX1	8.187303
ASB9	5.092585
NUP43	7.7642193
MYT1	5.531005
CCDC57	6.296995
CRYM	6.0682263
SAP30	7.1631107
CARD9	5.2833247
TSKS	4.776517
LNPEP	7.973214
GPM6B	6.1614747
TANK	7.8282957
CNTLN	5.3762503
ACKR1	5.271431
ATP5PF	8.913223
MTHFD1	7.8016405
TBX21	5.440151
KCNN4	6.156189
ENTREP2	4.502115
PPARA	6.6608157
NELFE	7.7541785
ARL14	3.957816
SYNGR2	7.860922
FFAR3	4.6416197
SOAT1	7.293273
ZNF391	5.183422
IMPA1	7.8148484
RAB36	5.544342
MKRN2	7.116168
COPS4	7.8697495
GTF2H5	7.6701655
UBA3	8.02111
NQO1	7.239615
PLA2G5	5.1731606
SRD5A1	6.878893
FOXF2	4.9683027
SAMD4A	6.6964
SUN1	7.9457445
KMT2B	6.5043178
PACS2	7.487472
STMN2	4.885539
CTDNEP1	7.545553
SCEL	4.575075
RNF122	5.727033
TDG	7.862898
UBXN7	6.9876046
SMYD2	7.6616626
NSUN5P1	7.297546
BACH2	5.950702
PPIP5K1	6.0535426
ATP13A1	7.0680118
RASA4	6.3184233
LEPROTL1	7.8306046
MLXIP	7.487452
PIGL	6.2914248
GAN	6.316274
FABP5	8.016123
CTSW	5.6366343
HS3ST2	5.2163205
KCNJ3	4.87475
TIMM10	7.8645353
COX15	7.2478857
PTN	6.4222
METTL8	6.712578
RNF6	7.9537225
RPS4Y1	7.0398417
ETAA1	6.0135145
TMPRSS4	5.095914
PPP4R2	7.880776
ZMYND11	8.150957
FANCI	6.7748117
RPS8	9.955683
PDPK1	7.910124
PEX5L	4.519597
MRPL15	7.8543715
NR2E1	3.9759305
TUSC3	6.3609385
ITGA3	5.731769
FAM53B	6.816301
RIPK4	6.1792445
EXOC2	6.5007505
PRSS21	5.0914917
CBFB	8.141136
LSM2	7.024577
ADRA2A	4.9940434
MAPRE3	5.8709455
BASP1	8.261296
KCTD7	6.424965
SYNE3	7.0660796
AFDN	7.453012
TUBB2A	7.9090514
CABYR	5.3635793
FAN1	6.7425213
PICALM	8.3869505
VAMP4	7.2202973
PTK6	5.8051286
MBNL3	7.1944513
TNNI3	4.9713416
NPR1	5.8777566
STEAP1	5.924188
DDX54	6.5338287
SH3BP4	6.658466
REV1	7.3445964
THEMIS2	6.599514
TP53TG1	6.683053
DCXR	7.5371203
SLC35F6	7.158885
ATRX	7.8730893
TOP2B	8.314686
COBLL1	6.620209
PDE2A	5.374756
ZNF423	5.4189224
CEP55	6.078892
PTGS1	6.6169195
ARFGEF1	7.757015
JMJD4	5.9492283
CBFA2T3	5.877922
MTMR11	6.22866
TCEA1	8.7055
RPS14	10.350752
PYROXD1	7.3491554
SYN1	5.562858
CPEB1	5.326209
ANKRD26	5.535674
MZB1	6.1124578
CCDC81	4.5011344
ING4	6.6291795
ISCU	8.7667
MARK1	5.5010967
ZNF512B	6.607869
MMADHC	8.9187765
RPA4	4.651208
ZNF467	6.114334
PDCD10	8.428969
TRIM24	7.186636
ZNF200	6.5676217
MED25	7.4295526
ZHX3	5.9639244
EIF4H	8.667221
RSRC2	8.36313
FAAP100	6.5550165
RNGTT	6.933427
SART1	7.0812893
IRF2	6.889963
IPW	6.455268
RPP40	6.585646
STK4	8.011576
STX3	7.224472
TRPM3	5.3740964
GNAI3	8.507776
GRINA	6.781406
RWDD2B	6.7091885
SLC12A5	4.3310575
WDR6	7.682876
UBE2Z	7.8939443
TP53AIP1	5.4148474
SAMSN1	6.565432
KCNJ6	4.732516
EIF3D	8.735725
NDUFS8	8.129405
SF1	8.235368
CCT2	8.924021
ORM1	5.0029616
GLRB	5.175735
CDS1	6.286907
CRYL1	6.5606785
CORO2B	4.803028
TFEC	5.4321074
VDAC2	8.866474
HIVEP1	6.7203836
ADGRG6	5.7493267
SMPD1	6.5972867
OR10H3	4.4710326
CNR1	5.308149
TPMT	6.996774
SRPK3	5.504867
GPX2	6.0067286
CTPS2	6.490744
SPARC	7.9587626
LHFPL2	6.902486
HPSE	5.9624133
RPS20	10.609912
NR2F1	6.16012
HOXB6	5.3632755
RPS6KB2	6.304648
RASSF1	6.7020197
HMP19	4.4663534
CROCC	5.713418
CENPA	6.528595
MBTPS2	7.216843
HMGCL	7.1710167
TMEM230	8.998898
PHF8	6.5883684
FTSJ3	7.230652
PDLIM2	6.956283
HAND2	4.345487
IRAK4	6.19279
NAMPT	8.366218
ABCC10	6.893541
DNASE1L3	5.6150417
TUBA1B	9.699516
AP3M2	6.7381067
HAUS6	6.7644196
SLC20A1	8.097966
FBXO3	7.2271113
TNXB	5.9101863
DHX16	7.2108784
TUT1	5.9028
ERAP2	6.8375983
OSBPL8	8.482214
TRMU	6.0595064
TRHDE	4.2846527
FTSJ1	7.483325
PTP4A3	6.571696
REST	7.1882725
TARS2	6.2932844
FDX1	7.661411
ZMAT3	7.469756
SARAF	9.158922
NFRKB	6.8387437
ADCK2	6.9127345
RPL28	10.236279
NRIP3	6.0527987
TMC6	7.108627
POLD3	6.873702
AGTPBP1	7.3467746
TESK2	6.227022
DPY19L1P1	4.5422115
SMARCE1	8.405802
CDK18	5.4421587
AHNAK2	6.0124464
EVI2A	6.6655
NCSTN	7.236619
UEVLD	6.870477
FKTN	6.010229
CLN3	6.908325
PARVB	6.3939743
IDI1	8.24195
LY75	6.4188538
ZNF571	5.134485
ETHE1	7.2161493
FMR1	7.8360677
PAAF1	7.022422
ADISSP	6.6385937
TK1	6.655448
BCKDK	6.649391
FUT8	6.71489
CLTA	8.914257
TKT	8.6422415
SPTBN1	8.897636
PSMA5	8.181781
ZNF33B	6.1210904
SIRPA	6.9371524
CPD	7.625896
SRSF10	8.012486
GEM	6.0824103
MAPT	6.151633
MBD4	8.09854
TRAPPC14	6.2723994
DPYSL3	6.3012714
ARMC7	6.452355
MCMBP	7.5473433
MYRIP	5.2881026
ZNF281	7.713014
WIPF1	7.6504292
TGFB1I1	6.2270904
LOX	5.7695394
CLEC11A	6.2540627
DIO1	4.199224
TASOR2	7.5920687
FAIM2	5.5348883
CARHSP1	7.443296
DDIT3	6.9514647
HDAC9	6.456923
OSBPL11	7.1734347
IFI44L	6.1041074
TSPAN15	5.6126738
CYP4F11	3.9254062
PPM1E	4.924175
RANBP3	6.787496
NECTIN3	5.2693954
MPPE1	7.214856
MED15	6.828426
KLF2	7.580068
SLC4A8	6.0225277
PEX12	6.284407
PTBP1	8.790308
BCL11B	6.380781
ABCA1	7.045837
DBNDD1	5.388109
MAP1LC3B	8.259096
DNAI2	4.756207
VIPR1	5.87272
PDGFD	6.130382
CUTC	6.9160433
CDC34	7.1647673
SDCBP	9.103632
SOSTDC1	4.4423976
GABRA3	3.9199505
HEBP2	8.205498
CA9	5.5071635
TAGLN	7.1661806
OXR1	7.4727826
NEDD4L	6.7715883
KCNN3	5.3954487
CEBPG	7.3286657
RSRC1	6.718102
ENTPD6	7.1520004
IL1RAPL1	4.726635
PDE3B	6.0923667
COL8A1	5.5914383
AAR2	6.957018
CIB1	7.8739123
CMPK1	8.518968
SHOX2	5.466934
OR12D3	4.037042
FCGR2C	6.5615444
IL2RA	5.344781
KIF15	5.5173965
CCDC88A	6.8021817
CUL7	6.526153
ACSL3	7.8369665
KLF5	6.707153
LUC7L3	8.775184
COQ3	6.725483
FRYL	7.5819507
TRAPPC8	7.8655996
SKP2	7.3819137
KANK3	5.1708837
PDGFRA	6.3732896
INTS11	7.200749
LAG3	4.957893
MEG3	6.15793
SYT5	5.0330644
FBXW4	7.0050435
CSNK1G2	7.617929
NDUFA9	7.9713845
MUC5B	5.054603
FTO	7.576838
ZWINT	7.44775
PKP3	6.312466
METTL9	8.585078
TOGARAM1	6.626554
CBX5	7.799608
NELL2	6.311032
CNIH3	4.609422
CXCR3	5.5461483
GLB1L	5.7025914
UTP3	7.425408
TLL2	4.8193073
PGM3	6.4920883
IQGAP2	6.7744246
GPATCH1	6.360961
KIAA0319	4.668096
XPA	6.867289
MRPS15	8.591753
CXCL8	6.889731
PFDN4	7.7818866
CHD5	5.199152
FASN	6.8208146
TPK1	6.180379
CHD1	7.6294184
MN1	5.339753
TPD52L1	6.7114315
WDR74	6.9891095
ARHGEF40	7.0538397
ZNF484	4.552733
USP3	7.9278283
PPIF	7.9136214
BACH1	7.347818
HPD	4.1820126
CYP27A1	6.454599
KLHL22	6.5106783
SET	9.344311
FERMT1	6.291352
UQCR11	8.930569
FSCN1	6.561852
HSBP1	8.465737
VPS33B	7.1687684
CDC42EP2	6.140367
NUP155	6.5030556
ARMCX4	5.7715473
GTF2E1	6.877317
SGSH	7.0501037
BTN3A3	6.536919
SEC24A	7.544894
RGP1	6.6211643
MDM2	7.747053
UROD	8.046115
ABCC6	4.853482
CCDC170	4.8783813
HOXC13	4.6896906
NFYA	6.8955464
SP100	7.5759506
QTRT1	6.206064
ZSWIM1	6.266226
LDB3	5.844285
AGBL2	4.6199803
QSOX1	7.100391
MED18	5.7559466
PACS1	6.78195
RSL1D1	7.9490337
TRIM25	7.682895
MKNK2	9.101617
CFP	5.2840357
SAMD4B	7.0216737
FADS2	6.1899157
ZNF14	6.223226
TIMM44	6.64309
RNASE1	6.638792
PCBP3	5.238409
PAM	8.041174
SS18L1	6.9761486
GPC5	3.7768996
OAZ2	7.6840715
ACAD8	6.584947
DTX3	6.619905
STAM	7.3010507
IDH1	8.349831
UBE2Q1	8.101626
MYOM1	5.0046754
AKT3	6.9905915
ST6GALNAC4	6.4149895
QRSL1	6.806983
FUBP1	7.6101193
SEC61G	8.506085
B4GALT1	7.567555
BLK	5.3015327
ZNF134	6.237476
UBP1	7.9119205
CRHR1	4.9807334
SLC2A9	5.9459963
SDC4	7.3427744
LATS1	7.073426
HIC2	6.6845174
DENND1B	7.0717
NINJ1	7.093332
PGLYRP4	5.140509
ATP5ME	8.884855
ASXL1	7.3688145
ZNF22	7.6115265
GPN2	6.574287
UPF3A	8.0876875
SLC22A3	6.856529
ICAM4	4.8365707
MIR600HG	4.579322
MPHOSPH9	6.744163
DCLRE1B	6.304536
MRPL49	7.8650765
TMA16	5.689416
DNAJC1	8.160164
MINPP1	6.705304
CACNG3	4.3566375
CCNB1IP1	7.6365876
SQLE	7.577713
SVEP1	5.969904
HOMER1	6.624818
DERL2	7.7383885
NR6A1	6.021282
CUL9	6.345732
TASL	6.1304793
APC	6.8818264
CCNG2	8.1144
PPIG	7.8919125
TRIO	6.98918
THOC1	7.357033
CACNA1A	6.230796
LTB4R	6.250666
SDC3	6.006726
NSFL1C	7.869259
HCCS	7.2918487
LILRA5	5.5938478
ERG	5.5691533
ZC3H7B	7.095745
DOK1	6.593736
UBA1	8.30674
CLPB	6.1585407
PAQR3	6.5346174
MYLK3	5.3525696
ESF1	7.1005073
DHFR	7.5233774
MAD1L1	6.166629
C1orf35	6.4441943
